e1_dis, e1_dis_bpxnc, e1_dis_fisherc, e1_dis_knnc, e1_dis_ldc, e1_dis_loglc, e1_dis_nmc, e1_dis_parzenc, e1_dis_qdc, e1_dis_svc, e_dis, e_dis_bpxnc, e_dis_fisherc, e_dis_knnc, e_dis_ldc, e_dis_loglc, e_dis_nmc, e_dis_parzenc, e_dis_qdc, e_dis_svc
1, 0.400000000000000, 0.357142857142857, 0.414285714285714, 0.228571428571429, 0.642857142857143, 0.457142857142857, 0.300000000000000, 0.700000000000000, 0.457142857142857, 0.380000000000000, 0.450000000000000, 0.400000000000000, 0.380000000000000, 0.300000000000000, 0.540000000000000, 0.430000000000000, 0.350000000000000, 0.740000000000000, 0.470000000000000
