e1_dis, e1_dis_fisherc, e1_dis_ldc, e1_dis_loglc, e1_dis_nmc, e1_dis_qdc, e_dis, e_dis_fisherc, e_dis_ldc, e_dis_loglc, e_dis_nmc, e_dis_qdc
null, 0.028666666666667, 0.895500000000000, 0.035833333333333, 0.900000000000000, 0.843000000000000, 0.040500000000000, 0.025500000000000, 0.894500000000000, 0.029000000000000, 0.900000000000000, 0.827500000000000
