e1_fisherc, e1_knnc, e1_ldc, e1_loglc, e1_nmc, e1_qdc, e1_bpxnc, e1_parzenc,e1_randomforestc, e2_fisherc, e2_knnc, e2_ldc, e2_loglc, e2_nmc, e2_qdc, e2_bpxnc, e2_parzenc,e2_randomforestc,e3_fisherc,e3_knnc,e3_ldc,e3_loglc,e3_nmc,e3_qdc,e3_bpxnc,e3_parzenc,e3_randomforestc, e_fisherc, e_knnc, e_ldc, e_loglc, e_nmc, e_qdc, e_bpxnc, e_parzenc,e_randomforestc
0.14625,0.03825,0.118625,0.0865,0.20775,0.046625,0.45975,0.078875,0.511875,0.132,0.039,0.099,0.081,0.207,0.043,0.369,0.088,0.481,0.148,0.115,0.195,0.155,0.31,0.09,0.42,0.24,0.65,0.137,0.027,0.107,0.0805,0.2025,0.04,0.383,0.0935,0.5065
