e2_combined, e2_knnc, e2_qdc, e3_combined, e3_knnc, e3_qdc, e_combined, e_knnc, e_qdc
0.038000000000000, 0.038000000000000, 0.050000000000000, 0.130000000000000, 0.130000000000000, 0.115000000000000, 0.034000000000000, 0.034000000000000, 0.045500000000000
