0.05,0.1,0.15,0.2,0.25,0.3,0.35,0.4,0.45,0.5,0.55,0.6,0.65,0.7,0.75,0.8,0.85,0.9,0.95,1
0.69175,0.5755,0.449875,0.34725,0.233125,0.14425,0.104125,0.0845,0.071625,0.05225,0.047125,0.04725,0.042625,0.041125,0.044,0.049125,0.055125,0.06025,0.06125,0.692875
0.708,0.59,0.4665,0.371,0.253,0.139,0.1085,0.0725,0.0635,0.055,0.054,0.0475,0.041,0.04,0.0445,0.0465,0.059,0.0595,0.064,0.708
